Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Insignia Model Only),4AT,2999,Diesel,13.5,8.8,10.5,20.9,32.1,26.9,277,760,III,73.0,0.150,0.720,0.030,0.690,0.079
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Except Insignia Model),4AT,2999,Diesel,13.3,8.7,10.4,21.2,32.5,27.2,274,752,III,73.0,0.150,0.720,0.030,0.690,0.079
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Insignia Model Only),5MT,2999,Diesel,13.4,8.7,10.4,21.1,32.5,27.2,275,752,III,74.0,0.140,0.640,0.030,0.610,0.075
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Except Insignia Model),5MT,3494,Petrol,19.3,10.5,13.8,14.6,26.9,20.5,326,958,III,76.0,1.290,0.100,0.060,0.040,
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Insignia Model Only),5MT,3494,Petrol,19.6,10.9,14.1,14.4,25.9,20.0,335,982,III,76.0,1.290,0.100,0.060,0.040,
ISUZU,Trooper (2002 Model Year),3.0 TD 4WD (Except Insignia Model),5MT,2999,Diesel,13.4,8.5,10.3,21.1,33.2,27.4,273,747,III,74.0,0.140,0.640,0.030,0.610,0.075
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Except Insignia Model),4AT,3494,Petrol,20.4,10.8,14.4,13.8,26.2,19.6,342,1002,III,74.0,0.750,0.170,0.110,0.060,
ISUZU,Trooper (2002 Model Year),3.5 V6 4WD (Insignia Model Only),4AT,3494,Petrol,21.4,11.2,15.0,13.2,25.2,18.8,355,1045,III,74.0,0.750,0.170,0.110,0.060
JAGUAR CARS,Jaguar 'S' Type,3.0,A5,2967,Petrol,16.3,8.2,11.2,17.4,34.3,25.2,285,779,III,74.0,0.550,,0.130,0.070
JAGUAR CARS,Jaguar 'S' Type,3.0,M5,2967,Petrol,16.5,8.1,11.2,17.1,34.7,25.2,270,779,III,73.7,0.280,,0.040,0.050
JAGUAR CARS,Jaguar 'S' Type,4.0,A5,3996,Petrol,17.6,9.2,12.3,16.0,30.7,23.0,295,854,III,73.8,0.430,,0.060,0.030
JAGUAR CARS,Daimler V8,4.0,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.060,0.030
JAGUAR CARS,Daimler V8,4.0 L.W.B.,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.060,0.030
JAGUAR CARS,Daimler Super 8,4.0,A5,3996,Petrol,18.0,9.5,12.6,15.6,29.7,22.4,305,877,III,72.4,0.510,,0.130,0.050
JAGUAR CARS,Daimler Super 8,4.0 L.W.B.,A5,3996,Petrol,18.0,9.5,12.6,15.6,29.7,22.4,305,877,III,72.4,0.510,,0.130,0.050
JAGUAR CARS,Sovereign,3.2,A5,3248,Petrol,17.1,9.2,12.0,16.5,30.8,23.5,290,836,III,69.2,0.310,,0.070,0.020
JAGUAR CARS,Sovereign,3.2 L.W.B.,A5,3248,Petrol,17.1,9.2,12.0,16.5,30.8,23.5,290,836,III,69.2,0.310,,0.070,0.020
JAGUAR CARS,Sovereign,4.0,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.130,0.050
JAGUAR CARS,Sovereign,4.0 L.W.B.,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.130,0.050
JAGUAR CARS,XJ Executive,3.2,A5,3248,Petrol,17.1,9.2,12.0,16.5,30.8,23.5,290,836,III,69.2,0.310,,0.070,0.020
JAGUAR CARS,XJ Executive,3.2 L.W.B.,A5,3248,Petrol,17.1,9.2,12.0,16.5,30.8,23.5,290,836,III,69.2,0.310,,0.070,0.020
JAGUAR CARS,XJ Executive,4.0,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.060,0.010
JAGUAR CARS,XJ Executive,4.0 L.W.B.,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.060,0.010
JAGUAR CARS,XJ Sport,3.2,A5,3248,Petrol,17.1,9.2,12.0,16.5,30.8,23.5,290,836,III,69.2,0.310,,0.070,0.020
JAGUAR CARS,XJ Sport,4.0,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.060,0.010
JAGUAR CARS,Jaguar XJ8,3.2,A5,3248,Petrol,17.1,9.2,12.0,16.5,30.8,23.5,290,836,III,69.2,0.310,,0.070,0.020
JAGUAR CARS,Jaguar XJ8,3.2 L.W.B.,A5,3248,Petrol,17.1,9.2,12.0,16.5,30.8,23.5,290,836,III,69.2,0.310,,0.070,0.020
JAGUAR CARS,Jaguar XJ8,4.0,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.060,0.010
JAGUAR CARS,Jaguar XJ8,4.0 L.W.B.,A5,3996,Petrol,17.2,8.9,11.9,16.4,31.8,23.7,287,829,III,72.9,0.360,,0.060,0.010
JAGUAR CARS,Jaguar XK8,Convertible,A5,3996,Petrol,17.4,8.6,11.8,16.2,32.7,23.9,284,822,III,72.1,0.420,,0.080,0.010
JAGUAR CARS,Jaguar XK8,Coupé,A5,3996,Petrol,17.2,8.6,11.7,16.4,32.9,24.1,281,815,III,72.1,0.420,,0.080,0.010
JAGUAR CARS,Jaguar XKR,Convertible,A5,3996,Petrol,18.0,9.6,12.7,15.7,29.3,22.2,305,885,III,73.0,0.380,,0.090,0.040
JAGUAR CARS,Jaguar XKR,Coupé,A5,3996,Petrol,18.0,9.4,12.5,15.7,30.0,22.5,301,873,III,73.0,0.380,,0.090,0.040
JAGUAR CARS,Jaguar XJR,4.0,A5,3996,Petrol,18.0,9.5,12.6,15.6,29.7,22.4,305,877,III,72.4,0.505,,0.130,0.050
JAGUAR CARS,Jaguar X Type,2.0,A5,2099,Petrol,14.3,7.4,10.0,19.8,37.9,28.4,239,692,III,71.0,0.569,,0.124,0.044
JAGUAR CARS,Jaguar X Type,2.0,M5,2099,Petrol,12.7,7.1,9.2,22.2,39.6,30.7,219,640,III,71.0,0.422,,0.082,0.025
JAGUAR CARS,New 'S' Type,2.5 Saloon,A6,2497,Petrol,14.5,7.9,10.3,19.4,35.8,27.4,249,717,III,73.0,0.950,,0.160,0.080
JAGUAR CARS,New 'S' Type,2.5 Saloon,M5,2497,Petrol,13.3,7.3,9.5,21.2,38.7,29.6,229,663,III,73.0,0.600,,0.170,0.040
JAGUAR CARS,New 'S' Type,3.0 Saloon,A6,2967,Petrol,15.3,8.0,10.7,18.5,35.1,26.4,259,744,III,74.0,0.610,,0.140,0.090
JAGUAR CARS,New 'S' Type,3.0 Saloon,M5,2967,Petrol,14.7,7.7,10.3,19.2,36.7,27.4,249,717,III,73.0,0.420,,0.060,0.060
JAGUAR CARS,New 'S' Type,4.2 Saloon,A6,4196,Petrol,17.1,8.2,11.5,16.5,34.2,24.5,274,801,III,74.0,0.530,,0.130,0.080
JAGUAR CARS,New 'S' Type,4.2 Saloon - 'R',A6,4196,Petrol,18.5,9.2,12.5,15.3,30.5,22.5,314,873,III,73.0,0.710,,0.140,0.030
KIA,Rio,1.3,M5,1343,Petrol,9.4,5.8,7.1,30.0,48.7,39.8,170,493,III,73.5,0.252,,0.061,0.012
KIA,Rio,1.3,A4,1343,Petrol,10.5,6.6,8.0,26.9,42.8,35.3,192,556,III,69.9,0.192,,0.035,0.012
KIA,Rio,1.5,M5,1493,Petrol,9.4,6.0,7.3,30.0,47.1,38.7,173,507,III,72.6,0.612,,0.040,0.012
KIA,Rio,1.5,A4,1493,Petrol,11.5,7.1,8.8,24.6,39.8,32.1,207,612,III,71.2,0.216,,0.060,0.012
KIA,New Mentor,1.6,M5,1594,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,190,556,III,73.6,0.120,0.080,0.040,0.040
KIA,New Mentor,1.6,A4,1594,Petrol,11.2,6.7,8.4,25.2,42.2,33.6,198,584,III,73.5,0.150,0.050,0.040,0.010
KIA,Shuma II,1.6,M5,1594,Petrol,10.7,6.5,8.0,26.4,43.5,35.3,190,556,III,73.8,0.120,0.080,0.040,0.040
KIA,Shuma II,1.8,M5,1793,Petrol,12.2,7.2,9.0,23.2,39.2,31.4,214,625,III,72.9,0.360,0.100,0.050,0.050
KIA,Shuma II,1.8,A4,1793,Petrol,13.7,7.5,9.8,20.6,37.7,28.8,232,682,III,71.7,0.230,0.070,0.050,0.020
KIA,Magentis,2.5,M5,2493,Petrol,13.9,7.8,10.0,20.3,36.2,28.2,237,696,III,72.8,0.456,,0.047,0.012
KIA,Magentis,2.5,A4,2493,Petrol,15.3,8.3,10.9,18.5,34.0,25.9,257,758,III,70.4,0.732,,0.084,0.012
KIA,Carens (2001 Model Year),1.8,M5,1793,Petrol,11.9,7.6,9.2,23.7,37.2,30.7,216,640,III,72.7,0.420,0.142,0.071,0.071
KIA,Sportage (2001 Model Year),2.0 4WD,M5x2,1998,Petrol,13.6,8.3,10.2,20.8,34.0,27.7,241,709,III,72.7,0.430,0.090,0.040,0.050
KIA,Sportage (2001 Model Year),2.0 4WD,A4x2,1998,Petrol,14.7,8.9,11.0,19.2,31.7,25.7,262,764,III,70.7,0.230,0.120,0.060,0.060,
KIA,Sedona (2002 Model Year),2.9 CRDi,M5,2902,Diesel,11.0,6.6,8.2,25.7,42.8,34.4,217,595,III,73.4,0.600,0.590,,0.560,0.040
KIA,Sedona (2002 Model Year),2.9 CRDi,A4,2902,Diesel,11.8,7.1,8.8,23.9,39.8,32.1,235,637,III,71.4,0.090,0.570,,0.570,0.050
KIA,Sedona (2002 Model Year),2.5 V6,M5,2497,Petrol,14.2,9.1,11.0,19.9,31.0,25.7,261,764,III,72.1,0.320,,0.050,0.020,
KIA,Sedona (2002 Model Year),2.5 V6,A4,2497,Petrol,16.3,10.0,12.4,17.3,28.2,22.8,293,861,III,71.2,0.230,0.080,0.060,0.020,
LAND ROVER,Defender Station Wagon,2.5 TD5 90 (2002 Model Year),M5,2495,Diesel,11.9,8.8,10.0,23.7,32.1,28.3,282,723,III,76.0,0.327,0.566,,0.547,0.065
LAND ROVER,Defender Station Wagon,2.5 TD5 110 (2002 Model Year),M5,2495,Diesel,12.2,9.5,10.5,23.2,29.7,26.9,299,760,III,75.0,0.399,0.685,,0.663,0.075
LAND ROVER,Discovery Series II,2.5 TD5 (2002 Model Year),M5,2495,Diesel,11.5,8.2,9.4,24.6,34.5,30.1,262,680,III,76.0,0.296,0.684,,0.660,0.046
LAND ROVER,Discovery Series II,2.5 TD5 (2002 Model Year),A4,2495,Diesel,12.7,9.0,10.3,22.2,31.4,27.4,284,747,III,76.0,0.133,0.669,,0.657,0.048
LAND ROVER,Discovery Series II,4.0 V8 (2002 Model Year),A4,3950,Petrol,22.9,13.1,16.7,12.3,21.6,16.9,397,1162,III,74.0,0.960,,0.098,0.045,
LAND ROVER,Freelander,1.8,M5,1796,Petrol,13.6,8.5,10.4,20.8,33.3,27.3,248,719,III,74.0,0.810,,0.070,0.040,
LAND ROVER,Freelander,2.0,M5,1951,Diesel,9.1,6.7,7.6,31.0,42.2,37.2,205,550,III,72.0,0.176,0.539,,0.525,0.064
LAND ROVER,Freelander,2.0,A5,1951,Diesel,11.2,7.1,8.6,25.2,39.6,32.8,240,624,III,72.0,0.025,0.595,,0.590,0.061
LAND ROVER,Freelander,2.5 V6,A5,2497,Petrol,17.2,9.7,12.4,16.5,29.1,22.7,298,865,III,68.0,0.490,,0.100,0.100,
LAND ROVER,New Range Rover,4.4 V8,A5,4398,Petrol,22.2,12.6,16.2,12.7,22.4,17.4,389,1129,III,73.0,1.547,,0.181,0.096,
LAND ROVER,New Range Rover,3.0,A5,2926,Diesel,14.4,9.4,11.3,19.6,30.1,25.0,299,818,III,74.0,0.106,0.732,,0.715,0.069
LEXUS,IS,IS200,M6,1988,Petrol,13.6,7.8,9.8,20.8,36.2,28.8,233,682,III,71.0,1.380,,0.140,0.030,
LEXUS,IS,IS200,A4,1988,Petrol,14.1,7.8,10.0,20.0,36.2,28.2,239,696,III,69.0,0.400,,0.150,0.030,
LEXUS,IS,IS300 Saloon,A5,2997,Petrol,15.5,8.0,10.8,18.2,35.3,26.2,256,750,III,73.0,0.960,,0.110,0.030,
LEXUS,IS,IS300 Sport Cross,A5,2997,Petrol,16.1,8.4,11.2,17.5,33.6,25.2,265,779,III,70.0,0.960,,0.110,0.030,
LEXUS,RX,RX300,A4,2995,Petrol,17.7,10.3,13.0,16.0,27.4,21.7,311,905,III,72.0,0.580,,0.110,0.090,
LEXUS,GS,GS300,A5,2997,Petrol,16.4,8.8,11.6,17.2,32.1,24.4,281,805,III,72.0,1.069,,0.128,0.033,
LOTUS,Elise,Elise,M5,1796,Petrol,9.7,6.1,7.4,29.0,46.6,38.1,177,515,III,74.0,0.590,,0.120,0.050,
LOTUS,Elise,111s,M5,1796,Petrol,9.4,5.4,6.9,29.9,51.6,41.3,220,476,III,74.0,0.460,,0.115,0.048,
LOTUS,Esprit,Esprit V8,M5,3506,Petrol,23.8,10.9,15.7,11.9,25.9,18.0,366,1091,III,74.0,1.984,0.240,0.169,0.071,
LOTUS,Esprit,Esprit V8 GT,M5,3506,Petrol,23.8,10.9,15.7,11.9,25.9,18.0,366,1091,III,74.0,1.984,0.240,0.169,0.071,
LOTUS,Esprit,Esprit Sport 350,M5,3506,Petrol,23.8,10.9,15.7,11.9,25.9,18.0,366,1091,III,74.0,1.984,0.240,0.169,0.071,
LTI,Taxi - TXII,2.4 Taxi/Hirecar,M5,2402,Diesel,9.7,6.7,7.8,29.0,42.3,36.2,206,565,III,73.4,0.134,0.476,,0.456,0.055
LTI,Taxi - TXII,2.4 Taxi/Hirecar,A4,2402,Diesel,11.2,8.1,9.2,25.3,35.1,30.7,243,666,III,70.8,0.016,0.727,,0.722,0.084
MASERATI,3200 GT Coupé,3200 GT Coupé,M6,3217,Petrol,24.0,10.7,15.6,11.8,26.4,18.1,370,1085,III,74.0,1.054,0.174,0.109,0.065,
MASERATI,3200 GT Coupé,3200 GT Coupé,A4,3217,Petrol,26.2,12.2,17.3,10.8,23.2,16.3,420,1205,III,74.0,1.445,0.284,0.176,0.108,
MASERATI,Spyder,Cambiocorsa (Electro-hydraulically controlled manual gear selection),M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,1292,III,74.7,0.492,0.303,0.154,0.149,
MASERATI,Spyder,GT (Manual gear selection),M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,1292,III,74.7,0.492,0.303,0.154,0.149,
MASERATI,Coupé,Cambiocorsa (Electro-hydraulically controlled manual gear selection),M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,1292,III,74.7,0.492,0.303,0.154,0.149,
MASERATI,Coupé,GT (Manual gear selection),M6,4244,Petrol,28.3,13.0,18.6,10.0,21.7,15.2,430,1292,III,74.7,0.492,0.303,0.154,0.149,
MAZDA,Demio,1.3,M5,1324,Petrol,8.7,6.0,7.0,32.5,47.1,40.3,169,487,III,70.0,0.749,,0.114,0.013,
MAZDA,Demio,1.5,M5,1498,Petrol,9.2,6.2,7.3,30.7,45.6,38.7,176,507,III,71.0,0.569,,0.088,0.013,
MAZDA,Demio,1.5,A4,1498,Petrol,10.2,6.6,7.9,27.7,42.8,35.8,190,549,III,71.0,0.491,,0.101,0.011,
MAZDA,323,1.3,M5,1324,Petrol,9.5,6.2,7.4,29.7,45.6,38.2,179,514,III,72.0,0.967,,0.085,0.010,
MAZDA,323,1.6,M5,1598,Petrol,9.8,6.4,7.7,28.8,44.1,36.7,183,535,III,72.0,0.537,,0.085,0.009,
MAZDA,323,1.6,A4,1598,Petrol,11.3,7.1,8.6,25.0,39.8,32.8,205,599,III,69.0,0.498,,0.080,0.011,
MAZDA,323,2.0,M5,1991,Petrol,11.2,6.9,8.5,25.2,40.9,33.2,203,592,III,71.0,0.644,,0.069,0.020,
MAZDA,323,2.0 Turbo-Diesel,M5,1998,Diesel,7.5,5.0,5.9,37.7,56.4,47.8,163,428,III,73.0,0.275,0.386,,0.036,0.030
MAZDA,Premacy,1.8,M5,1840,Petrol,10.9,6.9,8.4,25.9,40.9,33.6,201,584,III,71.0,0.913,,0.063,0.012,
MAZDA,Premacy,2.0,M5,1991,Petrol,11.5,7.1,8.7,24.6,39.8,32.5,209,604,III,71.0,0.887,,0.065,0.018,
MAZDA,Premacy,2.0,A4,1991,Petrol,12.6,7.5,9.4,22.4,37.7,30.0,225,655,III,70.0,0.965,,0.068,0.016,
MAZDA,Premacy,2.0 Turbo-Diesel,M5,1998,Diesel,7.8,5.6,6.4,36.2,50.4,44.1,177,464,III,72.0,0.248,0.412,,0.391,0.043
MAZDA,626,1.8i,M5,1840,Petrol,10.1,6.2,7.6,28.0,45.6,37.2,184,528,III,70.0,0.713,,0.105,0.022,
MAZDA,626,2.0 85kW (115ps),M5,1991,Petrol,10.6,6.4,7.9,26.6,44.1,35.8,189,549,III,70.0,0.467,,0.074,0.025,
MAZDA,626,2.0 85kW (115ps),A4,1991,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,205,592,III,70.0,0.766,,0.087,0.040,
MAZDA,626,2.0 100kW (136ps),M5,1991,Petrol,10.8,6.5,8.1,26.2,43.5,34.9,195,563,III,72.0,0.608,,0.078,0.023,
MAZDA,626,2.0 100kW (136ps),A4,1991,Petrol,12.1,7.1,8.9,23.3,39.8,31.7,214,620,III,69.0,0.791,,0.115,0.048,
MAZDA,626,2.0 Turbo-Diesel,M5,1998,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,165,427,III,71.0,0.309,0.402,,0.376,0.035
MAZDA,626,2.0 Estate 85kW (115ps),M5,1991,Petrol,10.8,6.7,8.2,26.2,42.2,34.5,196,569,III,71.0,0.630,,0.084,0.016,
MAZDA,626,2.0 Estate 100kW (136ps),M5,1991,Petrol,10.9,6.8,8.3,25.9,41.5,34.0,198,578,III,72.0,0.547,,0.080,0.048,
MAZDA,626,2.0 Estate Turbo-Diesel,M5,1998,Diesel,7.8,5.5,6.3,36.2,51.4,44.8,176,457,III,73.0,0.313,0.411,,0.386,0.035
MAZDA,MPV,2.0,M5,1991,Petrol,12.6,8.3,9.9,22.4,34.0,28.5,237,689,III,72.0,0.702,,0.067,0.092,
MAZDA,MX - 5,1.6,M5,1598,Petrol,10.8,6.6,8.1,26.1,42.8,34.9,196,563,III,72.0,0.476,,0.138,0.081,
MAZDA,MX - 5,1.8 5 Speed,M5,1840,Petrol,11.4,7.1,8.7,24.8,39.8,32.5,210,604,III,73.0,1.108,,0.179,0.086,
MAZDA,MX - 5,1.8 6 Speed,M6,1840,Petrol,11.9,7.2,8.9,23.7,39.2,31.7,215,620,III,72.0,1.133,,0.156,0.066,
MAZDA,MX - 5,1.8 Automatic,A4,1840,Petrol,13.0,7.5,9.5,21.7,37.7,29.8,229,659,III,72.0,0.479,,0.125,0.122,
MAZDA,Xedos 9,2.5,A4,2497,Petrol,15.1,8.1,10.7,18.7,34.9,26.4,258,744,III,70.0,0.923,,0.131,0.030,
MAZDA,Tribute,2.0 4x2,M5,1989,Petrol,12.7,7.5,9.4,22.2,37.7,30.0,223,655,III,71.0,0.964,,0.072,0.036,
MAZDA,Tribute,2.0 4x4,M5,1989,Petrol,12.9,7.8,9.7,21.9,36.2,29.1,231,675,III,71.0,0.966,,0.062,0.022,
MAZDA,Tribute,3.0 4x4,A4,2967,Petrol,18.9,9.3,12.8,15.0,30.4,22.1,305,889,III,70.6,0.316,,0.102,0.069,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 140,M5,1397,Petrol,9.8,5.6,7.1,28.8,50.4,39.8,170,493,III,72.0,1.054,0.162,0.138,0.024,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 140 ,A5,1397,Petrol,10.2,5.8,7.5,27.7,48.7,37.7,180,521,III,72.0,0.337,0.123,0.093,0.030,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 140 LWB,M5,1397,Petrol,9.8,5.7,7.1,28.8,49.6,39.8,170,493,III,72.0,0.721,0.144,0.123,0.021,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 140 LWB,A5,1397,Petrol,10.5,5.9,7.5,26.9,47.9,37.7,180,521,III,72.0,0.390,0.129,0.093,0.136,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 160,A5,1598,Petrol,10.6,6.1,7.7,26.7,46.3,36.7,184,535,III,73.0,0.288,0.160,0.124,0.036,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 160,M5,1598,Petrol,10.2,5.4,7.2,27.7,52.3,39.2,172,501,III,74.0,0.605,0.143,0.117,0.026,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 160 LWB,A5,1598,Petrol,10.8,6.0,7.7,26.2,47.1,36.7,184,535,III,73.0,0.311,0.167,0.134,0.033,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 160 LWB,M5,1598,Petrol,10.2,5.6,7.2,27.7,50.4,39.2,172,501,III,74.0,0.700,0.157,0.129,0.028,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 170 CDI,M5,1689,Diesel,6.8,4.4,5.2,41.5,64.2,54.3,139,377,III,74.0,0.407,0.425,,0.381,0.039
MERCEDES-BENZ,A-Class (W168) Hatchback,A 170 CDI,A5,1689,Diesel,7.9,4.6,5.8,35.8,61.4,48.7,156,420,III,71.0,0.140,0.454,,0.434,0.045
MERCEDES-BENZ,A-Class (W168) Hatchback,A 170 CDI LWB,M5,1689,Diesel,6.8,4.4,5.2,41.5,64.2,54.3,139,377,III,74.0,0.394,0.441,,0.393,0.042
MERCEDES-BENZ,A-Class (W168) Hatchback,A 170 CDI LWB,A5,1689,Diesel,7.9,4.7,5.8,35.8,60.1,48.7,156,420,III,71.0,0.112,0.476,,0.456,0.047
MERCEDES-BENZ,A-Class (W168) Hatchback,A 190,M5/s,1898,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,535,III,73.0,0.747,0.122,0.100,0.022,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 190,A5,1898,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,549,III,71.0,0.544,0.127,0.102,0.025,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 190 LWB,M5/s,1898,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,184,535,III,73.0,0.705,0.116,0.095,0.021,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 190 LWB,A5,1898,Petrol,11.1,6.2,7.9,25.5,45.6,35.8,190,549,III,71.0,0.609,0.128,0.106,0.022,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 21 AMG LWB,M5,2084,Petrol,11.0,6.2,7.9,25.7,45.6,35.8,190,549,III,73.0,0.544,0.103,0.081,0.022,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 21 AMG LWB,A5,2084,Petrol,11.3,6.5,8.2,25.0,43.5,34.4,197,571,III,74.0,0.621,0.087,0.074,0.013,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 21 AMG ,A5,2084,Petrol,11.3,6.5,8.2,25.0,43.5,34.4,197,571,III,74.0,0.637,0.099,0.083,0.016,
MERCEDES-BENZ,A-Class (W168) Hatchback,A 21 AMG ,M5,2084,Petrol,11.0,6.2,7.9,25.7,45.6,35.8,190,549,III,73.0,0.485,0.094,0.071,0.023,
MERCEDES-BENZ,New C-Class (W203) Saloon,C180,A5,1998,Petrol,13.7,7.1,9.5,20.6,39.8,29.7,227,661,III,72.0,0.673,0.178,0.124,0.054,
MERCEDES-BENZ,New C-Class (W203) Saloon,C180,M6,1998,Petrol,13.9,6.8,9.4,20.3,41.5,30.1,225,652,III,74.0,0.894,0.143,0.053,0.090,
MERCEDES-BENZ,New C-Class (W203) Saloon,C 200 Kompressor,M6,1998,Petrol,14.3,7.0,9.7,19.8,40.4,29.1,232,675,III,74.0,0.280,0.055,0.025,0.030,
MERCEDES-BENZ,New C-Class (W203) Saloon,C 200 Kompressor,A5,1998,Petrol,13.8,7.0,9.5,20.5,40.4,29.7,227,661,III,72.0,0.646,0.148,0.074,0.074,
MERCEDES-BENZ,New C-Class (W203) Saloon,C 220 CDI,M6,2148,Diesel,9.0,4.8,6.4,31.4,58.8,44.1,170,464,III,71.0,0.446,0.385,,0.346,0.035
MERCEDES-BENZ,New C-Class (W203) Saloon,C 220 CDI,A5,2148,Diesel,9.4,5.1,6.7,30.1,55.4,42.2,177,485,III,68.0,0.059,0.400,,0.379,0.034
MERCEDES-BENZ,New C-Class (W203) Saloon,C 270 CDI,M6,2685,Diesel,9.7,5.1,6.8,29.1,55.4,41.5,181,493,III,72.0,0.380,0.427,,0.378,0.033
MERCEDES-BENZ,New C-Class (W203) Saloon,C 270 CDI,A5,2685,Diesel,9.8,5.6,7.1,28.8,50.4,39.8,189,514,III,71.0,0.256,0.421,,0.363,0.042
MERCEDES-BENZ,New C-Class (W203) Saloon,C 240,M6,2597,Petrol,16.6,7.9,11.1,17.0,35.8,25.5,266,770,III,72.0,0.186,0.098,0.046,0.052,
MERCEDES-BENZ,New C-Class (W203) Saloon,C 240,A5,2597,Petrol,15.7,7.9,10.7,18.0,35.8,26.4,256,744,III,70.0,0.319,0.128,0.086,0.042,
MERCEDES-BENZ,New C-Class (W203) Saloon,C 320,A5,3199,Petrol,16.1,7.8,10.8,17.5,36.2,26.2,260,750,III,71.0,0.287,0.114,0.064,0.050,
MERCEDES-BENZ,New C-Class (W203) Saloon,C200 Kompressor,SM6,1998,Petrol,13.8,7.0,9.5,20.5,40.4,29.7,227,661,III,74.0,0.616,0.109,0.063,0.046,
MERCEDES-BENZ,New C-Class (W203) Saloon,C220 CDI,SM6,2148,Diesel,8.5,5.0,6.2,33.2,56.5,45.6,164,449,III,71.0,0.161,0.405,,0.378,0.034
MERCEDES-BENZ,New C-Class (W203) Saloon,C270 CDI,SM6,2685,Diesel,9.1,5.2,6.6,31.0,54.3,42.8,175,478,III,72.0,0.150,0.479,,0.433,0.035
MERCEDES-BENZ,New C-Class (W203) Saloon,C32 AMG,A5,3199,Petrol,16.7,8.6,11.5,16.9,32.8,24.6,276,798,III,73.0,0.285,0.125,0.085,0.040,
MERCEDES-BENZ,New C-Class (S203) Estate,C 180,S/A6,1998,Petrol,13.0,7.5,9.4,21.7,37.7,30.1,226,652,III,74.0,0.557,0.155,0.113,0.042,
MERCEDES-BENZ,New C-Class (S203) Estate,C 180,M6,1998,Petrol,13.6,7.3,9.6,20.8,38.7,29.4,230,668,III,74.0,0.293,0.152,0.095,0.057,
MERCEDES-BENZ,New C-Class (S203) Estate,C 180,A5,1998,Petrol,13.5,7.7,9.8,20.9,36.7,28.8,235,682,III,72.0,0.518,0.197,0.140,0.057,
MERCEDES-BENZ,New C-Class (S203) Estate,C 200 Kompressor,M6,1998,Petrol,14.3,7.4,9.9,19.8,38.2,28.5,237,689,III,74.0,0.407,0.090,0.042,0.048,
MERCEDES-BENZ,New C-Class (S203) Estate,C 200 Kompressor,S/A6,1998,Petrol,13.7,7.5,9.7,20.6,37.7,29.1,233,675,III,74.0,0.505,0.099,0.055,0.044,
MERCEDES-BENZ,New C-Class (S203) Estate,C 200 Kompressor,A5,1998,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,235,682,III,72.0,0.640,0.090,0.061,0.029,
